año_registro,provincia_incidente,canton_incidente,delito,tipo_delito
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,SECUESTRO EXTORSIVO,CONSUMADO
2023,GUAYAS,NARANJAL,EXTORSIÓN,CONSUMADO
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,COTOPAXI,LA MANA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,TENTATIVA
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,VALENCIA,EXTORSIÓN,CONSUMADO
2023,LOJA,LOJA,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,TRÁFICO ILÍCITO DE MIGRANTES,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,EL ORO,SANTA ROSA,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ATACAMES,EXTORSIÓN,TENTATIVA
2023,PICHINCHA,QUITO,EXTORSIÓN,TENTATIVA
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,TENTATIVA
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,EL ORO,SANTA ROSA,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,SECUESTRO EXTORSIVO,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,MANABI,PEDERNALES,EXTORSIÓN,CONSUMADO
2023,GUAYAS,NARANJAL,EXTORSIÓN,CONSUMADO
2023,EL ORO,EL GUABO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,SAN LORENZO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,EL ORO,EL GUABO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,PLAYAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,ZAMORA CHINCHIPE,EL PANGUI,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,CONSUMADO
2023,PASTAZA,PASTAZA (PUYO),EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,IMBABURA,IBARRA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,SECUESTRO EXTORSIVO,CONSUMADO
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,SECUESTRO EXTORSIVO,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,IMBABURA,IBARRA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,CONSUMADO
2023,EL ORO,PORTOVELO,EXTORSIÓN,CONSUMADO
2023,AZUAY,CUENCA,EXTORSIÓN,TENTATIVA
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,COTOPAXI,LA MANA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,AZUAY,GUALACEO,EXTORSIÓN,CONSUMADO
2023,SANTA ELENA,SANTA ELENA,EXTORSIÓN,CONSUMADO
2023,EL ORO,PASAJE,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,ZAMORA CHINCHIPE,PAQUISHA,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,CONSUMADO
2023,IMBABURA,IBARRA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",CONSUMADO
2023,EL ORO,PASAJE,EXTORSIÓN,CONSUMADO
2023,CANAR,LA TRONCAL,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,PLAYAS,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,TENTATIVA
2023,PICHINCHA,QUITO,TRATA DE PERSONAS,CONSUMADO
2023,EL ORO,EL GUABO,EXTORSIÓN,CONSUMADO
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,PALENQUE,EXTORSIÓN,CONSUMADO
2023,AZUAY,CAMILO PONCE ENRIQUEZ,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,RIO VERDE,EXTORSIÓN,CONSUMADO
2023,GUAYAS,BALAO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,NARANJAL,EXTORSIÓN,CONSUMADO
2023,MANABI,PORTOVIEJO,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,ENRIQUECIMIENTO ILÍCITO,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,TENTATIVA
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,TENTATIVA
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,EL ORO,EL GUABO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,SAMBORONDON,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,TENTATIVA
2023,GUAYAS,GENERAL ANTONIO ELIZALDE (BUCAY),EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,SECUESTRO EXTORSIVO,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,EL ORO,PASAJE,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,SANTA ELENA,SALINAS,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,NARANJAL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,PASTAZA,MERA,EXTORSIÓN,CONSUMADO
2023,AZUAY,CUENCA,EXTORSIÓN,TENTATIVA
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,TUNGURAHUA,AMBATO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,AZUAY,CUENCA,EXTORSIÓN,CONSUMADO
2023,BOLIVAR,SAN MIGUEL,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,LOJA,CATAMAYO,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",CONSUMADO
2023,EL ORO,EL GUABO,EXTORSIÓN,CONSUMADO
2023,EL ORO,PASAJE,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,SECUESTRO EXTORSIVO,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,ZAMORA CHINCHIPE,ZAMORA,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,CONSUMADO
2023,TUNGURAHUA,AMBATO,TRÁFICO ILÍCITO DE MIGRANTES,TENTATIVA
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,TENTATIVA
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,TENTATIVA
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,IMBABURA,IBARRA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DAULE,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,SUSTRACCIÓN DE HIDROCARBUROS,CONSUMADO
2023,LOS RIOS,QUEVEDO,SECUESTRO EXTORSIVO,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GENERAL ANTONIO ELIZALDE (BUCAY),EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,TUNGURAHUA,AMBATO,EXTORSIÓN,TENTATIVA
2023,EL ORO,SANTA ROSA,EXTORSIÓN,CONSUMADO
2023,TUNGURAHUA,SAN PEDRO DE PELILEO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,EL ORO,HUAQUILLAS,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,VENTANAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,TUNGURAHUA,AMBATO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,IMBABURA,IBARRA,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SUSTRACCIÓN DE HIDROCARBUROS,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,SECUESTRO EXTORSIVO,TENTATIVA
2023,EL ORO,HUAQUILLAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,NARANJITO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,PASTAZA,PASTAZA (PUYO),EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,EL ORO,PASAJE,EXTORSIÓN,CONSUMADO
2023,GUAYAS,NARANJAL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,SECUESTRO EXTORSIVO,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,NARANJITO,EXTORSIÓN,CONSUMADO
2023,MANABI,PORTOVIEJO,EXTORSIÓN,CONSUMADO
2023,CHIMBORAZO,RIOBAMBA,EXTORSIÓN,CONSUMADO
2023,EL ORO,MACHALA,TRATA DE PERSONAS,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,ZAMORA CHINCHIPE,ZAMORA,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,CONSUMADO
2023,AZUAY,CUENCA,EXTORSIÓN,CONSUMADO
2023,CANAR,LA TRONCAL,EXTORSIÓN,CONSUMADO
2023,EL ORO,EL GUABO,EXTORSIÓN,CONSUMADO
2023,MANABI,MANTA,SECUESTRO EXTORSIVO,CONSUMADO
2023,CHIMBORAZO,RIOBAMBA,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,TENTATIVA
2023,GUAYAS,NARANJAL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,NARANJAL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,NARANJAL,EXTORSIÓN,CONSUMADO
2023,MANABI,PICHINCHA,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,TENTATIVA
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,BALAO,EXTORSIÓN,CONSUMADO
2023,AZUAY,CUENCA,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,MANABI,PEDERNALES,EXTORSIÓN,CONSUMADO
2023,SANTA ELENA,SANTA ELENA,EXTORSIÓN,CONSUMADO
2023,MANABI,PORTOVIEJO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,CONSUMADO
2023,IMBABURA,IBARRA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,SECUESTRO EXTORSIVO,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,CHIMBORAZO,RIOBAMBA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,CONSUMADO
2023,ZAMORA CHINCHIPE,EL PANGUI,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,MANABI,PORTOVIEJO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,BABAHOYO,EXTORSIÓN,TENTATIVA
2023,LOS RIOS,VENTANAS,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,TUNGURAHUA,AMBATO,EXTORSIÓN,CONSUMADO
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,TENTATIVA
2023,EL ORO,EL GUABO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,MILAGRO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,QUININDE,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,SAN JACINTO DE BUENA FE,EXTORSIÓN,CONSUMADO
2023,MANABI,PORTOVIEJO,EXTORSIÓN,CONSUMADO
2023,CARCHI,TULCAN,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,AZUAY,CUENCA,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DAULE,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,MANABI,PORTOVIEJO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,TUNGURAHUA,AMBATO,EXTORSIÓN,CONSUMADO
2023,TUNGURAHUA,AMBATO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,TRATA DE PERSONAS,CONSUMADO
2023,LOS RIOS,SAN JACINTO DE BUENA FE,SUSTRACCIÓN DE HIDROCARBUROS,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,PEDRO VICENTE MALDONADO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,AZUAY,SIGSIG,EXTORSIÓN,CONSUMADO
2023,ESMERALDAS,ESMERALDAS,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,SECUESTRO EXTORSIVO,CONSUMADO
2023,GUAYAS,SAN JACINTO DE YAGUACHI,EXTORSIÓN,CONSUMADO
2023,NAPO,TENA,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,EL ORO,PORTOVELO,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,CONSUMADO
2023,IMBABURA,IBARRA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,SECUESTRO EXTORSIVO,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,MANABI,PEDERNALES,SECUESTRO EXTORSIVO,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SECUESTRO EXTORSIVO,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,TENTATIVA
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,DURAN,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,BABAHOYO,EXTORSIÓN,TENTATIVA
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,CANAR,LA TRONCAL,EXTORSIÓN,CONSUMADO
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EXTORSIÓN,CONSUMADO
2023,MANABI,EL CARMEN,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,PUEBLO VIEJO,EXTORSIÓN,TENTATIVA
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,TENTATIVA
2023,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SECUESTRO EXTORSIVO,CONSUMADO
2023,GUAYAS,SALITRE,EXTORSIÓN,CONSUMADO
2023,EL ORO,SANTA ROSA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,AZUAY,CUENCA,EXTORSIÓN,TENTATIVA
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,GUAYAS,NARANJAL,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,PICHINCHA,QUITO,EXTORSIÓN,CONSUMADO
2023,LOS RIOS,QUEVEDO,EXTORSIÓN,CONSUMADO
2023,CHIMBORAZO,RIOBAMBA,EXTORSIÓN,CONSUMADO
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,EL ORO,MACHALA,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,SECUESTRO EXTORSIVO,CONSUMADO
2023,LOS RIOS,QUEVEDO,SECUESTRO EXTORSIVO,CONSUMADO
2023,SUCUMBIOS,SHUSHUFINDI,EXTORSIÓN,CONSUMADO
2023,GUAYAS,GUAYAQUIL,SECUESTRO EXTORSIVO,CONSUMADO
2023,GUAYAS,GUAYAQUIL,EXTORSIÓN,CONSUMADO
2023,SUCUMBIOS,LAGO AGRIO ( NUEVA LOJA ),EXTORSIÓN,CONSUMADO
2023,PICHINCHA,CAYAMBE,EXTORSIÓN,CONSUMADO
2023,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,EXTORSIÓN,CONSUMADO
